,Date,Year,Time,Crash_location,Organisation,Flight_num,Route,Ac_type,onboard_alive,Onboard_fatalities_num,Ground_fatalities_num,Summary,Crash_location_country,Crash_location_ISO,Crash_location_city,Crash_location_city_longitude,Crash_location_city_latitude
5653,September 14,1986,03:10,"Amsterdam, Netherlands",Kondair,?,London - Amsterdam,Britten-Norman BN-2A Trislander,1 Â  (passengers:0Â  crew:1),1 Â  (passengers:0Â  crew:1),0,"The pilot, lacking experience overcorrected a movement in responding to windshear and couldn't  retain control when the aircraft entered a spiral dive as a result of the overcorrection.",Netherlands,NL,Amsterdam,52.37403,4.88969
5654,October 04,1992,17:35,"Amsterdam, Netherlands",El Al,1862,Amsterdam - Tel Aviv,Boeing B-747-258F,4 Â  (passengers:1Â  crew:3),4 Â  (passengers:1Â  crew:3),39,"Shortly after taking off from Schiphol Airport, while climbing through 6,500 feet, the No. 3 engine separated with its pylon from the aircraft and damaged the leading edge of the right wing. The No. 3 engine separated in such a way that the No. 4 engine and pylon also separated from the wing. During an attempted return to the airport, the aircraft crashed into a 11 story building in the Bijlmermeer residential district. The design and certification of the B-747 pylon was found to be inadequate to provide the required level of safety. The system to ensure structural integrity by inspection failed. The separation of the No. 3 engine was initiated by fatigue (corrosion) in the inboard midspar fuse pin. This led to loss of the No. 4 engine and pylon and damage to several systems which ultimately led to loss of control of the aircraft.",Netherlands,NL,Amsterdam,52.37403,4.88969
5655,November 14,1946,c 20:15,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,?,London - Amsterdam,Douglas C-47A-90 DL (DC-3),26 Â  (passengers:21Â  crew:5),26 Â  (passengers:21Â  crew:5),0,"The flight crashed during a third landing attempt in inclement weather. The pilot, not lined up with the runway, made a sharp left turn. The wing hit the ground and the aircraft exploded in flames.",Netherlands,NL,Amsterdam,52.37403,4.88969
5656,May 25,1953,c 15:30,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,?,Amsterdam - Paris,Convair CV-240-4,34 Â  (passengers:28Â  crew:6),0 Â  (passengers:0Â  crew:0),2,"While taking off the plane reached a height of about  50 ft. after which flaps were retracted. The plane began to lose height and crash landed into a meadow. While no one on the plane died, two girls on a bicycle path were killed.",Netherlands,NL,Amsterdam,52.37403,4.88969
5657,July 14,1935,09:40,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,?,Amsterdam - Sweden,Fokker F-XXII,20 Â  (passengers:15Â  crew:5),6 Â  (passengers:2Â  crew:4),0,The plane lost altitude while attempting an emergency landing after taking off and losing an engine. The wing hit a dyke and the plane burst into flames.,Netherlands,NL,Amsterdam,52.37403,4.88969
5658,February 25,2009,10:31,"Amsterdam, Netherlands",Turkish Airlines,1951,"Istanbul, Turkey - Amsterdam, Netherlands",Boeing 737-8F2,134 Â  (passengers:127Â  crew:7),9 Â  (passengers:6Â  crew:3),0,The plane was on final approach to Runway 18R when it crashed 1 mile short of the runway into a field and broke in three. Nine people were killed and 55 injured. A faulty instrument caused the plane's autopilot to cut fuel to the engines prematurely. Pilots were late to notice warning signals and reacted inadequately.,Netherlands,NL,Amsterdam,52.37403,4.88969
5659,December 09,1938,11:20,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,?,Instructional Flight,Lockheed 14-WF62 Super Electra,4 Â  (passengers:0Â  crew:4),4 Â  (passengers:0Â  crew:4),0,Struck a dyke near Schiphol Airport and caught fire while taking off.,Netherlands,NL,Amsterdam,52.37403,4.88969
5660,April 04,1994,14:46,"Amsterdam, Netherlands",KLM Cityhopper,433,Amsterdam - Cardiff,Saab 340B,24 Â  (passengers:21Â  crew:3),3 Â  (passengers:2Â  crew:1),0,"Shortly after taking off, the plane experienced engine problems and returned to the airport. While attempting to land the aircraft rolled to the right, pitched up, stalled and crashed. Inadequate use of the flight controls during an asymmetric go-around resulting in loss of control. Contributing factors were insufficient understanding of the flightcrew of the SAAB 340B engine oil system, lack of awareness of the consequences of an aircraft configuration with one engine in flight idle and poor crew resource management.",Netherlands,NL,Amsterdam,52.37403,4.88969
5661,December 24,1999,?,"Amritsar, India / Kandahar, Afghanistan",Indian Airlines,814,Kathmandu - New Delhi,Airbus A300B2-101,189 Â  (passengers:174Â  crew:15),1 Â  (passengers:0Â  crew:1),0,"The plane was hijacked and subsequently flown to Amritsar, India, Lahore, Pakistan, al-Minhar Air Base, Dubai and Kandahar, Afghanistan. The hijacking lasted 7 days. One crewmember was killed.",India,IN,Indi,17.17735,75.9526
5662,August 02,2009,10:25,"Ampisibil Village, Indonesia",Merpati Nusantara Airlines,9760D,Jayapura - Oksibil,de Havilland Canada DHC-6 Twin Otter 300,16 Â  (passengers:13Â  crew:3),16 Â  (passengers:13Â  crew:3),0,"Contact was lost with the aircraft 15 minutes after taking off. Debris was found in the Bintang mountains at an elevation of 9,300 feet. The crew did not maintain visual flight procedures when flying below lowest safe altitude, and the aircraft was flown into cloud in the vicinity of gap north west of Oksibil. The accident was consistent with controlled flight into terrain.",Indonesia,ID,,,
5663,July 27,1927,?,"Amoneburg, Germany",Deutsche Lufthansa,?,Kassel - Frankfurt,Junkers F-13,5 Â  (passengers:3Â  crew:2),5 Â  (passengers:3Â  crew:2),0,Crashed after experiencing engine failure and attempting to make a forced landing.,Germany,DE,,,
5664,September 09,1956,?,"Amman, Jordan",Jordan International Airlines,?,Amman - Kuwait,Curtiss C-46A-45-CU,57 Â  (passengers:53Â  crew:4),1 Â  (passengers:1Â  crew:0),0,"The aircraft had to return to Amman for an emergency landing. The landing took place with the gear retracted. The plane bounced, went up a hill and down the other side and burst into flames.",Jordan,JO,Amman,31.95522,35.94503
5665,June 30,1973,?,"Amman, Jordan",Aeroflot,SU-512,"Amman, Jordan - Beirut, Lebanon - Yerevan, Armenia",Tupolev TU-134A,85 Â  (passengers:78Â  crew:8),2 Â  (passengers:0Â  crew:2),7,"The aircraft was not able to lift off during takeoff, overshot the runway and crashed into a house bursting into flames.",Jordan,JO,Amman,31.95522,35.94503
5666,January 02,1984,?,"Amman, Jordan",Military - Royal Jordanian Air Force,?,?,CASA 212-A3 Aviocar 100,13 Â  (passengers:?Â  crew:?),13 Â  (passengers:?Â  crew:?),0,Crashed due to mechanical problems.,Jordan,JO,Amman,31.95522,35.94503
5667,September 27,1942,?,"Ameur el Ain, Algeria",Air France,?,"Marseille, France - Dakar, Senegal",Dewoitine D-342,25 Â  (passengers:21Â  crew:4),25 Â  (passengers:21Â  crew:4),0,Crashed during takeoff after an in-flight failure of a wing.,Algeria,DZ,,,
5668,March 26,1936,c 11:00,"Amemeca, Mexico",Compania de Mexico,?,Mexico - Guatemala,Ford 5-AT-B Tri Motor,14 Â  (passengers:12Â  crew:2),14 Â  (passengers:12Â  crew:2),0,Crashed into mountains and caught fire.  The plane was carrying mainly German tourists. Possibly caught in a down draft when flying too low to the ground.,Mexico,MX,,,
5669,August 11,1918,c 10:00,"Ameland Island, North Sea",Military - German Navy,?,?,Zeppelin L-53 (airship),19 Â  (passengers:?Â  crew:?),19 Â  (passengers:?Â  crew:?),0,Shot down by british aircraft.,,,,,
5670,April 06,1994,?,"Ambato, Ecuador",TAME,?,Taura - Latacunga,de Havilland Canada DHC-6 Twin Otter 300,17 Â  (passengers:14Â  crew:3),17 Â  (passengers:14Â  crew:3),0,"Struck Mt. Lozan, at 13,400 ft. which was obscured by clouds 47 minutes after taking off.",Ecuador,EC,Ambato,-1.24908,-78.61675
5671,November 15,1934,c 00:00,"Amazonia, Montana",Rapid Air Transport,?,"Omaha, NB - Kansas City, MO",Stinson SM-6000-B,2 Â  (passengers:0Â  crew:2),2 Â  (passengers:0Â  crew:2),0,The mail plane crashed and burned on a farm.,Montana,US,,,
5672,August 31,1934,c 23:42,"Amazonia, Missouri",Rapid Air Transport,6,Omaha - St. Joseph,Stinson  SM-6000B,5 Â  (passengers:4Â  crew:1),5 Â  (passengers:4Â  crew:1),0,The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.,Missouri,US,,,
5673,December 30,1929,c 17:00,"Amarillo, Texas",Trans Continental Air Transport,?,Demonistration,Travel Air B6000,5 Â  (passengers:3Â  crew:2),5 Â  (passengers:3Â  crew:2),0,Crashed onto a golf course  while on approach during a demonstration flight.,Texas,US,Amarillo,35.222,-101.8313
5674,December 14,1932,?,"Amarillo, Texas",Trans Continental and Western Air,?,?,Ford 5,2 Â  (passengers:0Â  crew:2),2 Â  (passengers:0Â  crew:2),0,The mail plane crashed in a snowstorm. The pilot died two days later from his injuries.,Texas,US,Amarillo,35.222,-101.8313
5675,March 20,1953,18:38,"Alvarado, California",Transocean Air Lines,942,Roswell - Oakland - Guam,Douglas DC-4  (C-54-10-DO),35 Â  (passengers:30Â  crew:5),35 Â  (passengers:30Â  crew:5),0,"The aircraft crashed into a flat barley field and burned. The aircraft first struck the ground with its right wing tip in a near vertical position, cartwheeled and disintegrated. All 30 passengers were maintenance personnel from the 509th Bomb Wing, noted for dropping the atomic bombs on Japan. Accumulation of ice on the surfaces of the aircraft in sufficient magnitude to have caused loss of control. Official cause of loss of control unknown.",California,US,,,
5676,February 06,1985,0943,"Altus, Oklahoma",Air Taxi - Oklahoma Airways Inc.,?,"Altus, OK - Oklahoma City, OK",Cessna 402B,2 Â  (passengers:1Â  crew:1),2 Â  (passengers:1Â  crew:1),0,"A witness saw smoke & fire trailing from the vicinity of the l eng. He stated that the aircraft's nose came up, the plane rolled to the left, then it entered a steep, nose down, inverted attitude just before it crashed & burned. Total failure of the exhaust manifold system. Inadequate inspection/maintenance.",Oklahoma,US,Altus,34.63813,-99.33398
5677,September 15,2005,14:55,"Alto da Boa Vista, Brazil",ViaÃ§ao Cometa,?,Rio de Janeiro - Jacarepagua,Cessna 525 CitationJet I,2 Â  (passengers:0Â  crew:2),2 Â  (passengers:0Â  crew:2),0,"The aircraft, on a positioning flight,  crashed in a wooded area shortly after taking off.",Brazil,BR,Boa Vista,2.81972,-60.67333
5678,August 12,1936,?,"Altenkirchen, Germany",British Airways,?,?,De Havilland DH-86,2 Â  (passengers:?Â  crew:?),2 Â  (passengers:?Â  crew:?),0,?,Germany,DE,,,
5679,August 11,1994,17:00,"Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,?,"Caribou Lake, AK - Nikiski, AK",de Havilland DHC-2,3 Â  (passengers:2Â  crew:1),3 Â  (passengers:2Â  crew:1),0,The pilot flew into a blind box canyon and crashed while attempting to turn around. Improper in-flight planning /decision by the pilot and his failure to remain clear of mountainous terrain. The box canyon and proximity of mountains were related factors.,Alaska,US,,,
5680,July 04,2010,00:18,"Alpine, Texas",O'Hara Flying Service II LP,?,Alpine -  Midland,Cessna 421B,5 Â  (passengers:4Â  crew:1),5 Â  (passengers:4Â  crew:1),0,"The air ambulance had just taken off from Alpine-Casparis Municipal Airport when the pilot attempted to make an emergency landing. The plane hit a rut in a muddy field, a mile from the airport, overturned and burned. The aircraft was carrying a patient, her husband, two flight nurses and the pilot. The degraded performance of the airplane due to the pilot not properly setting the flaps and retracting the landing gear after takeoff. Contributing to the accident was the pilot's fatigue.",Texas,US,,,
5681,March 13,1986,22:15,"Alpena, Michigan",Simmons Airlines,1746,"Detroit, MI - Alpena, MI",Embraer 110P1 Bandeirante,9 Â  (passengers:7Â  crew:2),3 Â  (passengers:2Â  crew:1),0,"After a missed approach due to bad weather, the plane was cleared for an ILS approach but crashed in a wooded area, short of the runway. The flight crew's continued descent of the airplane below the glideslope and through the published decision height without obtaining visual reference of the runway for undetermined reasons.",Michigan,US,,,
5682,January 27,1928,?,"Almeria, Spain",Aeropostale,?,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,1 Â  (passengers:0Â  crew:1),1 Â  (passengers:0Â  crew:1),0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.,Spain,ES,,,
5683,December 28,1927,?,"Almeria, Spain",Aeropostale,?,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,1 Â  (passengers:0Â  crew:1),1 Â  (passengers:0Â  crew:1),0,A fire erupted aboard the mail plane while en route and crashed.,Spain,ES,,,
5684,March 12,2013,20:30,"Almer, Brazil",Fretzx Taxi Aereo,?,Belem - Santo Antonio do Jari hydroelectic plant,Embraer EMB 820C Navajo (Piper 31),10 Â  (passengers:9Â  crew:1),10 Â  (passengers:9Â  crew:1),0,The plane crashed while enroute. It belonged to air charter company Fretax and was transporting nine employees of the engineering company Cesbe to the Santo Antonio do Jari hydroelectric power plant.,Brazil,BR,,,
5685,October 13,1950,?,"Almelund, Minnisota",Northwest Orient Airlines,?,Training,Martin 202,6 Â  (passengers:3Â  crew:3),6 Â  (passengers:3Â  crew:3),0,"Crashed after making a steep right turn. The unwanted reversal of the right propeller during flight, as a result of which the crew was unable to maintain control of the aircraft.",,,,,
5686,January 03,1965,21:03,"Alma-Ata, Kazakhstan",Aeroflot / Kazakhstan,101,Semipalatinsk - Alma-Ata,Ilyushin IL-18B,103 Â  (passengers:95Â  crew:8),64 Â  (passengers:61Â  crew:3),0,"During the approach the weather was below minima, but the crew was not aware of this. The plane deviated off course and the controller instructed the crew to execute a go-around but the captain continued the approach. The airplane struck the ground 75m short and to the right of the runway, crossed a ditch and struck trees.",Kazakhstan,KZ,,,
5687,March 15,2002,2:00,"Alma, Wisconsin",Priorty Air Charter,?,Minneapolis - Detroit,Cessna 208B Caravan I Super Cargomaster,1 Â  (passengers:0Â  crew:1),1 Â  (passengers:0Â  crew:1),0,"After encountering icing, the pilot of the cargo plane decided to divert to the nearest airport but continued to lose altitude until he crashed into trees. The pilot not removing the ice contamination from the airplane prior to departure and the pilot intentionally flying into known severe icing conditions, resulting in the aircraft not being able to maintain altitude/clearance from the terrain. Factors to the accident included the icing conditions and the trees encountered during the forced landing.",Wisconsin,US,,,
5688,March 30,1959,?,"Alma, Georgia",Riddle Airlines,402,"Orlando, FL - Atlanta, GA",Curtiss C-46A,2 Â  (passengers:0Â  crew:2),2 Â  (passengers:0Â  crew:2),0,The cargo plane lost control after a fire broke out in the cargo hold.,Georgia,US,,,
5689,April 27,1995,19:57,"Alice Springs, Australia",IAI 1124 Westwind,?,Tindal - Alice Springs,Pel Air,3 Â  (passengers:1Â  crew:2),3 Â  (passengers:1Â  crew:2),0,The aircraft struck high ground while attempting to land at Alice Springs after descending below mimimum descent altitude.,Australia,AU,Alice Springs,-23.69748,133.88362
